path,kind,product,colour,width,height,ratio,background,reference,prompt
"/images/products/5-pack-cotton-short-trunks/navy/packshot.jpg","packshot","5-PACK COTTON SHORT TRUNKS","Navy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single navy mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-navy.jpg","detail","(shared across all products in this colour)","Navy","1600","2100","3:4","macro","","Extreme macro photograph of navy cotton jersey fabric (approximately #232f47), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/5-pack-cotton-short-trunks/burgundy/packshot.jpg","packshot","5-PACK COTTON SHORT TRUNKS","Burgundy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single burgundy mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-burgundy.jpg","detail","(shared across all products in this colour)","Burgundy","1600","2100","3:4","macro","","Extreme macro photograph of burgundy cotton jersey fabric (approximately #5e2230), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/5-pack-cotton-short-trunks/grey/packshot.jpg","packshot","5-PACK COTTON SHORT TRUNKS","Grey melange","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single grey melange mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-grey.jpg","detail","(shared across all products in this colour)","Grey melange","1600","2100","3:4","macro","","Extreme macro photograph of grey melange cotton jersey fabric (approximately #9a9a9a), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/5-pack-short-trunks-with-lycra/black/packshot.jpg","packshot","5-PACK SHORT TRUNKS WITH LYCRA®","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-short-trunks-with-lycra/black/01-model.jpg","model","5-PACK SHORT TRUNKS WITH LYCRA®","Black","1600","2100","3:4","scene","/images/products/5-pack-short-trunks-with-lycra/black/packshot.jpg","Editorial fashion photograph of a model wearing the black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/5-pack-short-trunks-with-lycra/teal/packshot.jpg","packshot","5-PACK SHORT TRUNKS WITH LYCRA®","Teal","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single teal mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-teal.jpg","detail","(shared across all products in this colour)","Teal","1600","2100","3:4","macro","","Extreme macro photograph of teal cotton jersey fabric (approximately #2f5f5c), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/5-pack-short-trunks-with-lycra/grey/packshot.jpg","packshot","5-PACK SHORT TRUNKS WITH LYCRA®","Grey melange","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single grey melange mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-cotton-short-trunks/black/packshot.jpg","packshot","3-PACK COTTON SHORT TRUNKS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-cotton-short-trunks/black/01-model.jpg","model","3-PACK COTTON SHORT TRUNKS","Black","1600","2100","3:4","scene","/images/products/3-pack-cotton-short-trunks/black/packshot.jpg","Editorial fashion photograph of a model wearing the black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/3-pack-cotton-short-trunks/navy/packshot.jpg","packshot","3-PACK COTTON SHORT TRUNKS","Navy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single navy mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-coolmax-mid-trunks/teal/packshot.jpg","packshot","3-PACK COOLMAX® MID TRUNKS","Teal","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single teal mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-coolmax-mid-trunks/teal/01-model.jpg","model","3-PACK COOLMAX® MID TRUNKS","Teal","1600","2100","3:4","scene","/images/products/3-pack-coolmax-mid-trunks/teal/packshot.jpg","Editorial fashion photograph of a model wearing the teal mens boxer trunks, short-leg fitted underwear with a covered elastic waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/3-pack-coolmax-mid-trunks/black/packshot.jpg","packshot","3-PACK COOLMAX® MID TRUNKS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-coolmax-mid-trunks/olive/packshot.jpg","packshot","3-PACK COOLMAX® MID TRUNKS","Olive","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single olive mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-olive.jpg","detail","(shared across all products in this colour)","Olive","1600","2100","3:4","macro","","Extreme macro photograph of olive cotton jersey fabric (approximately #4a4f3a), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/4-pack-woven-boxer-shorts/burgundy/packshot.jpg","packshot","4-PACK WOVEN BOXER SHORTS","Burgundy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single burgundy loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/4-pack-woven-boxer-shorts/burgundy/01-model.jpg","model","4-PACK WOVEN BOXER SHORTS","Burgundy","1600","2100","3:4","scene","/images/products/4-pack-woven-boxer-shorts/burgundy/packshot.jpg","Editorial fashion photograph of a model wearing the burgundy loose woven cotton boxer shorts with an elasticated waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/4-pack-woven-boxer-shorts/navy/packshot.jpg","packshot","4-PACK WOVEN BOXER SHORTS","Navy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single navy loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/4-pack-woven-boxer-shorts/sky/packshot.jpg","packshot","4-PACK WOVEN BOXER SHORTS","Light blue","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single light blue loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-sky.jpg","detail","(shared across all products in this colour)","Light blue","1600","2100","3:4","macro","","Extreme macro photograph of light blue cotton jersey fabric (approximately #a8c4dd), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/4-pack-woven-boxer-shorts/teal/packshot.jpg","packshot","4-PACK WOVEN BOXER SHORTS","Teal","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single teal loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-woven-boxer-shorts/sky/packshot.jpg","packshot","3-PACK WOVEN BOXER SHORTS","Light blue","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single light blue loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-woven-boxer-shorts/sky/01-model.jpg","model","3-PACK WOVEN BOXER SHORTS","Light blue","1600","2100","3:4","scene","/images/products/3-pack-woven-boxer-shorts/sky/packshot.jpg","Editorial fashion photograph of a model wearing the light blue loose woven cotton boxer shorts with an elasticated waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/3-pack-woven-boxer-shorts/brown/packshot.jpg","packshot","3-PACK WOVEN BOXER SHORTS","Dark brown","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single dark brown loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-brown.jpg","detail","(shared across all products in this colour)","Dark brown","1600","2100","3:4","macro","","Extreme macro photograph of dark brown cotton jersey fabric (approximately #4a3a30), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/3-pack-woven-boxer-shorts/olive/packshot.jpg","packshot","3-PACK WOVEN BOXER SHORTS","Olive","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single olive loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-cotton-briefs/white/packshot.jpg","packshot","5-PACK COTTON BRIEFS","White","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single white mens cotton briefs with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-cotton-briefs/white/01-model.jpg","model","5-PACK COTTON BRIEFS","White","1600","2100","3:4","scene","/images/products/5-pack-cotton-briefs/white/packshot.jpg","Editorial fashion photograph of a model wearing the white mens cotton briefs with a covered elastic waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/shared/detail-white.jpg","detail","(shared across all products in this colour)","White","1600","2100","3:4","macro","","Extreme macro photograph of white cotton jersey fabric (approximately #f2f2f2), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/5-pack-cotton-briefs/black/packshot.jpg","packshot","5-PACK COTTON BRIEFS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens cotton briefs with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-microfibre-trunks/black/packshot.jpg","packshot","3-PACK MICROFIBRE TRUNKS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-microfibre-trunks/black/01-model.jpg","model","3-PACK MICROFIBRE TRUNKS","Black","1600","2100","3:4","scene","/images/products/3-pack-microfibre-trunks/black/packshot.jpg","Editorial fashion photograph of a model wearing the black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/3-pack-microfibre-trunks/grey/packshot.jpg","packshot","3-PACK MICROFIBRE TRUNKS","Grey melange","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single grey melange mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/2-pack-long-trunks/black/packshot.jpg","packshot","2-PACK LONG TRUNKS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/2-pack-long-trunks/black/01-model.jpg","model","2-PACK LONG TRUNKS","Black","1600","2100","3:4","scene","/images/products/2-pack-long-trunks/black/packshot.jpg","Editorial fashion photograph of a model wearing the black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/2-pack-long-trunks/navy/packshot.jpg","packshot","2-PACK LONG TRUNKS","Navy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single navy mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-ribbed-cotton-vests/white/packshot.jpg","packshot","3-PACK RIBBED COTTON VESTS","White","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single white ribbed cotton vest tank top with narrow shoulder straps. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-ribbed-cotton-vests/white/01-model.jpg","model","3-PACK RIBBED COTTON VESTS","White","1600","2100","3:4","scene","/images/products/3-pack-ribbed-cotton-vests/white/packshot.jpg","Editorial fashion photograph of a model wearing the white ribbed cotton vest tank top with narrow shoulder straps from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/3-pack-ribbed-cotton-vests/black/packshot.jpg","packshot","3-PACK RIBBED COTTON VESTS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black ribbed cotton vest tank top with narrow shoulder straps. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-ribbed-cotton-vests/grey/packshot.jpg","packshot","3-PACK RIBBED COTTON VESTS","Grey melange","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single grey melange ribbed cotton vest tank top with narrow shoulder straps. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-cotton-vests/white/packshot.jpg","packshot","5-PACK COTTON VESTS","White","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single white ribbed cotton vest tank top with narrow shoulder straps. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-cotton-vests/white/01-model.jpg","model","5-PACK COTTON VESTS","White","1600","2100","3:4","scene","/images/products/5-pack-cotton-vests/white/packshot.jpg","Editorial fashion photograph of a model wearing the white ribbed cotton vest tank top with narrow shoulder straps from the reference image. Framed from mid-torso, calm neutral studio backdrop in warm light grey, soft daylight, natural relaxed pose, minimal styling. Match the garment in the reference exactly. No text."
"/images/products/5-pack-cotton-vests/black/packshot.jpg","packshot","5-PACK COTTON VESTS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black ribbed cotton vest tank top with narrow shoulder straps. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/seamless-performance-trunks/black/packshot.jpg","packshot","SEAMLESS PERFORMANCE TRUNKS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/seamless-performance-trunks/olive/packshot.jpg","packshot","SEAMLESS PERFORMANCE TRUNKS","Olive","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single olive mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/seamless-performance-trunks/navy/packshot.jpg","packshot","SEAMLESS PERFORMANCE TRUNKS","Navy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single navy mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-modal-trunks/brown/packshot.jpg","packshot","3-PACK MODAL TRUNKS","Dark brown","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single dark brown mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-modal-trunks/black/packshot.jpg","packshot","3-PACK MODAL TRUNKS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-modal-trunks/sage/packshot.jpg","packshot","3-PACK MODAL TRUNKS","Sage","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single sage mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-sage.jpg","detail","(shared across all products in this colour)","Sage","1600","2100","3:4","macro","","Extreme macro photograph of sage cotton jersey fabric (approximately #9aab96), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
"/images/products/3-pack-boxer-briefs-with-drymove/black/packshot.jpg","packshot","3-PACK BOXER BRIEFS WITH DRYMOVE™","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-boxer-briefs-with-drymove/navy/packshot.jpg","packshot","3-PACK BOXER BRIEFS WITH DRYMOVE™","Navy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single navy mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/2-pack-thermal-long-johns/black/packshot.jpg","packshot","2-PACK THERMAL LONG JOHNS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/2-pack-thermal-long-johns/grey/packshot.jpg","packshot","2-PACK THERMAL LONG JOHNS","Grey melange","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single grey melange mens boxer trunks, short-leg fitted underwear with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-jersey-boxer-shorts/grey/packshot.jpg","packshot","3-PACK JERSEY BOXER SHORTS","Grey melange","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single grey melange loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-jersey-boxer-shorts/navy/packshot.jpg","packshot","3-PACK JERSEY BOXER SHORTS","Navy","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single navy loose woven cotton boxer shorts with an elasticated waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-mid-rise-briefs/black/packshot.jpg","packshot","5-PACK MID-RISE BRIEFS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens cotton briefs with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-mid-rise-briefs/white/packshot.jpg","packshot","5-PACK MID-RISE BRIEFS","White","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single white mens cotton briefs with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/5-pack-mid-rise-briefs/grey/packshot.jpg","packshot","5-PACK MID-RISE BRIEFS","Grey melange","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single grey melange mens cotton briefs with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-cotton-hipster-briefs/black/packshot.jpg","packshot","3-PACK COTTON HIPSTER BRIEFS","Black","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single black mens cotton briefs with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/products/3-pack-cotton-hipster-briefs/blush/packshot.jpg","packshot","3-PACK COTTON HIPSTER BRIEFS","Blush","1000","1400","5:7","#F5F5F5","","Flat-lay e-commerce product photograph of a single blush mens cotton briefs with a covered elastic waistband. Centred and filling the frame, on a seamless flat #F5F5F5 light-grey background, soft even lighting, no shadows, no model, no props, no text. Clean catalogue style."
"/images/shared/detail-blush.jpg","detail","(shared across all products in this colour)","Blush","1600","2100","3:4","macro","","Extreme macro photograph of blush cotton jersey fabric (approximately #d8a9a9), showing fine rib-knit texture and a single flatlock seam running through the frame. Shallow depth of field, soft diffused light, no text."
